game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
200810290SAS,2009,30,27,0,125,606,711,958,969,33,694,813,905,931
200810290SAS,2009,30,27,6,125,969,711,958,695,33,694,813,905,931
200810290SAS,2009,30,27,8,125,958,695,711,419,33,104,694,813,931
200810290SAS,2009,30,27,9,958,419,695,399,852,33,104,369,373,631
200810290SAS,2009,30,27,11,399,969,695,852,606,104,369,373,631,847
200810290SAS,2009,30,27,16,969,606,695,852,125,33,373,631,905,931
200810290SAS,2009,30,27,17,125,606,852,969,958,33,373,631,905,931
200810290SAS,2009,30,27,19,125,695,711,958,419,33,631,813,905,931
200810290SAS,2009,30,27,21,695,711,969,958,852,33,694,813,905,931
200810290SAS,2009,30,27,22,969,695,711,852,606,33,694,813,905,931
200810290SAS,2009,30,27,23,969,606,711,852,399,33,373,813,905,931
200810290SAS,2009,30,27,25,958,606,711,969,125,33,694,813,905,931
200810290SAS,2009,30,27,29,125,969,711,958,695,33,694,813,905,931
200810290SAS,2009,30,27,32,852,695,711,958,419,33,104,694,813,931
200810290SAS,2009,30,27,34,969,399,695,852,606,33,104,369,373,631
200810290SAS,2009,30,27,36,399,606,695,852,969,104,369,373,631,847
200810290SAS,2009,30,27,37,399,958,606,852,419,104,369,373,631,847
200810290SAS,2009,30,27,40,419,711,958,852,695,33,631,813,905,931
200810290SAS,2009,30,27,42,695,711,852,958,969,33,631,813,905,931
200810290SAS,2009,30,27,43,969,695,711,958,125,33,631,813,905,931
200810290SAS,2009,30,27,45,695,711,969,958,852,33,631,813,905,931
200810290SAS,2009,30,27,46,969,711,852,958,606,33,631,813,905,931
200810290SAS,2009,30,27,47,969,711,852,958,695,33,631,813,905,931
200811010PHO,2009,27,28,0,33,694,813,905,931,114,509,616,929,977
200811010PHO,2009,27,28,9,33,694,813,905,931,114,509,616,758,864
200811010PHO,2009,27,28,11,33,931,694,813,104,114,150,758,864,977
200811010PHO,2009,27,28,12,33,104,631,369,373,114,150,758,864,977
200811010PHO,2009,27,28,13,33,104,369,373,631,150,758,864,896,977
200811010PHO,2009,27,28,16,104,369,373,631,640,150,758,864,896,977
200811010PHO,2009,27,28,19,931,104,373,631,33,150,758,864,896,977
200811010PHO,2009,27,28,20,33,373,905,931,813,150,758,864,896,977
200811010PHO,2009,27,28,21,33,373,813,905,931,114,509,616,864,929
200811010PHO,2009,27,28,23,33,373,813,905,931,114,509,616,929,977
200811010PHO,2009,27,28,24,33,373,813,905,931,114,397,509,929,977
