game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
200610310LAL,2007,14,27,0,51,617,651,882,915,104,606,813,909,931
200610310LAL,2007,14,27,6,51,617,651,882,915,33,631,813,909,931
200610310LAL,2007,14,27,8,617,651,915,701,859,33,631,813,909,931
200610310LAL,2007,14,27,10,617,651,701,859,915,104,436,606,631,670
200610310LAL,2007,14,27,11,651,701,859,915,1013,104,436,606,631,670
200610310LAL,2007,14,27,12,1013,701,120,915,882,104,436,606,631,670
200610310LAL,2007,14,27,13,120,1013,529,882,617,104,436,606,631,670
200610310LAL,2007,14,27,16,120,529,617,882,1013,104,436,670,909,931
200610310LAL,2007,14,27,18,120,617,882,1013,915,33,631,813,909,931
200610310LAL,2007,14,27,21,617,1013,882,915,701,33,631,813,909,931
200610310LAL,2007,14,27,22,915,617,701,882,51,33,631,813,909,931
200610310LAL,2007,14,27,24,51,617,915,701,651,606,631,813,909,931
200610310LAL,2007,14,27,25,51,617,651,701,915,104,606,813,909,931
200610310LAL,2007,14,27,28,51,617,651,701,915,606,631,813,909,931
200610310LAL,2007,14,27,31,51,617,651,701,915,33,631,813,909,931
200610310LAL,2007,14,27,33,51,617,651,701,915,104,631,813,909,931
200610310LAL,2007,14,27,34,1013,617,651,701,529,104,631,670,813,909
200610310LAL,2007,14,27,36,529,617,651,701,1013,104,606,631,670,813
200610310LAL,2007,14,27,37,1013,529,617,120,882,104,436,606,631,670
200610310LAL,2007,14,27,41,120,529,617,915,701,606,631,670,909,931
200610310LAL,2007,14,27,44,915,617,51,701,651,104,631,813,909,931
200611030PHO,2007,27,33,0,606,631,813,909,931,48,129,138,264,704
200611030PHO,2007,27,33,7,104,931,813,909,33,48,129,138,263,704
200611030PHO,2007,27,33,10,33,104,813,909,931,48,129,138,263,698
200611030PHO,2007,27,33,11,33,104,909,631,670,48,129,138,263,698
200611030PHO,2007,27,33,13,33,104,631,670,909,263,264,698,704,795
200611030PHO,2007,27,33,14,33,104,670,631,436,263,264,698,704,795
200611030PHO,2007,27,33,15,104,436,670,631,606,263,264,698,704,795
